Player,IP,K,W,SV,ERA,WHIP,ER,H,BB,HR,G,GS,L,CG,PlayerId,Team
Lucas Giolito ,82.9,86,5,0,4.59,1.34,42,80,31,13,13,14,5,0,4723 d,BOS 
Drew Smyly ,74.9,74,4,1,4.43,1.32,37,74,25,12,51,5,5,0,4482 d,CHC 
Emilio Pagan ,65.1,69,3,2,4.46,1.27,32,59,23,12,65,0,4,0,7143 d,CIN 
Lucas Erceg ,65.1,74,3,5,4.01,1.42,29,55,37,6,64,0,4,0,6932 d,OAK 
Brooks Raley ,58.8,64,2,2,3.99,1.30,26,53,24,7,63,0,3,0,5362 d,NYM 
Casey Mize ,103.8,78,5,0,4.58,1.32,53,106,31,15,20,20,7,1,7399 d,DET 
Scott McGough ,58.3,64,3,2,4.13,1.32,27,54,24,8,57,0,3,0,5826 d,ARI 
Tommy Kahnle ,49.9,57,2,1,3.91,1.26,22,42,21,7,50,0,2,0,5382 d,NYY 
Josh Winckowski ,80.8,72,4,1,4.22,1.37,38,82,28,9,65,3,4,0,44147 ,BOS 
Trevor Richards ,55.2,69,2,0,4.12,1.27,25,46,24,8,51,0,3,0,7242 d,TOR 
Bailey Falter ,93.3,72,5,0,4.57,1.32,47,98,25,15,43,12,6,0,44073 ,PIT 
Ryne Stanek ,57.1,63,3,1,4.10,1.32,26,48,27,8,59,0,3,0,4943 d,SEA 
Matt Manning ,111.7,83,6,0,4.63,1.35,58,113,37,16,25,21,8,0,6421 d,DET 
Adrian Houser ,124.8,92,7,0,4.49,1.41,62,129,47,15,27,22,8,0,5857 d,NYM 
Luke Jackson ,57.1,61,3,1,4.01,1.34,25,53,24,7,57,0,3,0,5646 d,SF 
Robbie Ray ,51.7,57,3,0,4.17,1.27,24,48,18,8,12,9,3,0,5484 d,SF 
Jay Jackson ,46.3,49,3,0,4.09,1.24,21,42,15,7,46,0,2,0,5852 d,MIN 
Paul Blackburn ,135.0,109,6,0,4.55,1.40,68,142,47,17,26,25,9,0,6440 d,OAK 
Jose Soriano ,62.4,73,3,0,4.01,1.38,28,53,33,7,57,1,3,0,7899 d,LAA 
Ryan Borucki ,55.2,50,3,0,4.07,1.28,25,51,20,7,56,0,3,0,6591 d,PIT 
Josiah Gray ,166.2,155,8,0,4.86,1.41,90,159,75,29,30,30,12,0,8218 d,WSH 
Kirby Yates ,61.0,73,3,2,4.32,1.35,29,51,31,9,61,0,4,0,5217 d,TEX 
Joe Mantiply ,54.4,46,3,0,3.97,1.29,24,56,15,6,54,0,3,0,6502 d,ARI 
Kody Funderburk ,42.7,46,3,0,3.67,1.32,17,38,18,4,40,0,2,0,45523 ,MIN 
Sawyer Gipson-Long ,59.2,56,3,0,4.29,1.27,28,58,17,8,27,7,4,0,45077 ,DET 
Ryan Yarbrough ,63.8,51,4,0,4.50,1.26,32,67,14,10,36,4,3,0,6719 d,LAD 
Roansy Contreras ,88.2,79,4,0,4.50,1.34,44,85,33,12,42,11,5,0,44067 ,PIT 
James Karinchak ,47.9,64,2,0,3.92,1.31,21,36,27,6,49,0,3,0,9938 d,CLE 
Tyler Mahle ,47.0,48,3,0,4.14,1.25,22,43,16,7,17,7,3,0,6637 d,TEX 
Justin Lawrence ,65.3,67,3,16,4.51,1.47,33,63,33,7,66,0,4,0,8169 d,COL 
Blake Treinen ,45.4,46,3,0,3.98,1.27,20,41,16,6,46,0,2,0,5473 d,LAD 
Cody Bradford ,69.5,60,4,0,4.57,1.28,35,71,18,12,39,8,4,0,45173 ,TEX 
Dauri Moreta ,40.5,46,2,0,3.88,1.21,17,34,15,5,38,0,2,0,44325 ,PIT 
Chris Devenski ,56.5,55,3,0,4.40,1.25,28,54,17,9,53,1,3,0,6318 d,TB 
Anthony Bender ,49.7,51,2,2,4.02,1.28,22,45,19,6,50,0,3,0,44091 ,MIA 
Javier Assad ,96.9,80,5,0,4.43,1.39,48,97,37,13,41,12,5,0,45824 ,CHC 
Rafael Montero ,60.6,65,3,0,4.23,1.33,29,57,24,8,60,0,3,0,4763 d,HOU 
Drew Smith ,58.3,61,3,1,4.32,1.31,28,52,24,9,58,0,4,0,7141 d,NYM 
Miguel Castro ,59.6,59,3,2,4.19,1.35,28,54,27,7,62,0,3,0,5695 d,ARI 
Max Meyer ,79.4,72,4,0,4.36,1.37,39,78,31,10,16,16,5,0,43836 ,MIA 
Matt Moore ,58.2,62,3,2,4.25,1.35,28,53,25,8,53,0,3,0,3735 d,LAA 
Luis Garcia ,60.3,57,3,0,4.09,1.34,27,59,22,7,61,0,3,0,5146 d,LAA 
Justin Topa ,57.8,50,3,1,4.08,1.33,26,58,18,6,59,0,3,0,44009 ,MIN 
Steven Wilson ,54.3,59,2,1,4.22,1.28,25,45,25,8,54,0,3,0,44195 ,SD 
Trevor Gott ,58.9,57,2,3,4.21,1.31,28,56,21,7,60,0,4,0,5089 d,OAK 
Dylan Lee ,38.5,40,2,0,3.81,1.21,16,36,11,5,40,0,1,0,8426 d,ATL 
Trevor Bauer ,44.2,47,2,0,4.12,1.21,20,38,15,7,8,8,3,0,4394 d,SP) FA 
Nate Pearson ,44.3,49,3,0,4.11,1.29,20,37,20,6,43,0,2,0,7261 d,TOR 
Hayden Wesneski ,58.9,55,3,0,4.33,1.29,28,56,20,9,28,6,3,0,44900 ,CHC 
Andrew Saalfrank ,56.1,58,3,0,3.85,1.40,24,51,28,5,59,0,3,0,47257 ,ARI 
Scott Alexander ,49.8,36,3,0,3.86,1.30,21,50,15,4,53,1,3,0,5838 d,OAK 
Victor Gonzalez ,51.0,49,3,0,3.99,1.33,23,47,21,5,52,0,3,0,36677 ,NYY 
Tom Cosgrove ,55.2,55,2,0,4.03,1.30,25,49,23,7,55,0,3,0,45722 ,SD 
Ryan Thompson ,56.3,48,3,0,4.06,1.32,25,56,18,6,55,0,3,0,8201 d,ARI 
Dany Jimenez ,56.4,63,2,5,4.21,1.37,26,47,30,8,57,0,4,0,40917 ,OAK 
Bennett Sousa ,51.4,53,3,0,4.15,1.32,24,47,21,7,51,0,2,0,43928 ,HOU 
Tayler Saucedo ,56.0,53,3,0,4.04,1.35,25,52,24,6,59,0,3,0,44658 ,SEA 
Kyle Nelson ,47.7,51,3,0,4.10,1.32,22,44,19,6,51,0,3,0,43931 ,ARI 
Colin Holderman ,60.7,58,2,1,4.04,1.34,27,56,25,6,60,0,3,0,45621 ,PIT 
Nick Robertson ,42.8,44,2,0,3.87,1.27,18,39,15,5,42,0,2,0,44205 ,STL 
Michael Tonkin ,51.9,53,3,0,4.40,1.28,25,47,19,8,50,0,3,0,5364 d,NYM 
Sixto Sanchez ,41.4,39,2,0,3.80,1.26,17,40,12,4,38,1,2,0,6981 d,MIA 
Bowden Francis ,54.6,54,3,0,4.48,1.28,27,50,20,10,38,4,3,0,44015 ,TOR 
Nick Anderson ,52.4,47,3,1,4.32,1.30,25,52,16,8,53,0,3,0,8164 d,KC 
Michael Grove ,47.7,51,3,0,4.36,1.29,23,46,15,7,37,3,2,0,43947 ,LAD 
Isaiah Campbell ,49.2,48,4,0,4.21,1.37,23,48,20,6,51,0,3,0,38329 ,BOS 
Woo-Suk Go ,60.0,67,2,2,4.16,1.38,28,53,30,7,60,0,2,0,48284 ,SD 
Connor Brogdon ,50.0,51,3,0,4.29,1.31,24,46,19,7,51,0,2,0,8569 d,PHI 
Tyler Alexander ,51.9,45,3,0,4.47,1.25,26,52,13,8,39,3,3,0,8681 d,TB 
Alex Faedo ,49.6,49,2,0,4.28,1.25,24,47,15,7,44,1,3,0,6793 d,DET 
Ben Brown ,42.8,46,3,0,4.12,1.32,20,38,18,5,28,4,2,0,8573 d,CHC 
Chris Stratton ,66.0,61,3,0,4.32,1.35,32,65,24,8,62,0,3,0,4794 d,KC 
Dylan Floro ,49.8,45,3,1,4.19,1.33,23,51,16,5,51,0,3,0,6430 d,WSH 
Luke Little ,42.0,52,2,0,3.75,1.37,17,34,24,4,45,0,2,0,44602 ,CHC 
Ricky Tiedemann ,43.6,48,2,0,3.97,1.31,19,38,19,6,12,8,3,0,45344 ,TOR 
Jesse Chavez ,55.2,55,2,1,4.18,1.33,26,53,20,8,56,0,2,0,3505 d,CWS 
Cionel Perez ,55.5,51,3,0,3.95,1.40,24,52,26,5,59,0,3,0,6631 d,BAL 
Hyun Jin Ryu ,49.2,36,4,0,4.29,1.32,23,53,12,7,13,9,4,0,4641 d,SP) FA 
Shelby Miller ,53.6,55,3,1,4.34,1.35,26,47,25,7,53,0,3,0,3934 d,DET 
Keegan Akin ,41.5,43,2,0,4.04,1.27,19,39,14,5,37,0,2,0,39140 ,BAL 
Zack Greinke ,94.1,63,5,0,4.70,1.34,49,105,21,15,18,18,6,0,4032 d,SP) FA 
Jacob Webb ,56.1,57,3,0,4.32,1.35,27,51,25,8,56,0,3,0,8371 d,BAL 
Taylor Clarke ,56.8,58,3,0,4.44,1.33,28,55,20,9,55,0,3,0,7494 d,MIL 
Erick Fedde ,138.9,116,7,0,4.88,1.40,75,144,50,23,26,26,10,0,6029 d,CWS 
Ronel Blanco ,62.8,65,4,0,4.48,1.39,31,58,29,10,53,2,3,0,44184 ,HOU 
Tylor Megill ,93.0,83,5,0,4.65,1.40,48,95,35,14,36,14,6,0,44185 ,NYM 
Genesis Cabrera ,56.6,57,3,0,4.30,1.36,27,52,25,8,57,0,3,0,8037 d,TOR 
Martin Perez ,141.3,100,7,0,4.57,1.44,72,152,52,17,25,25,9,0,3501 d,PIT 
Trent Thornton ,54.2,48,3,0,4.29,1.33,26,53,19,8,50,0,3,0,7635 d,SEA 
Ron Marinaccio ,51.7,58,3,0,4.34,1.36,25,43,27,7,52,0,3,0,45015 ,NYY 
Jake Diekman ,56.4,68,3,0,4.18,1.43,26,46,34,7,59,0,3,0,4268 d,NYM 
Mike Baumann ,51.4,49,3,0,4.17,1.36,24,48,22,6,44,0,3,1,43719 ,BAL 
John King ,53.5,36,3,0,3.93,1.36,23,57,16,5,48,0,3,0,43998 ,STL 
Ryne Nelson ,118.5,87,6,0,4.78,1.38,63,124,39,19,31,20,7,0,38389 ,ARI 
J.P. Feyereisen ,44.4,44,3,0,4.25,1.32,21,39,19,7,45,0,2,0,6449 d,LAD 
Beau Brieske ,54.0,47,2,0,4.24,1.29,25,52,18,7,52,1,3,0,45085 ,DET 
Lucas Sims ,59.5,70,3,2,4.64,1.37,31,50,32,9,61,0,4,0,4320 d,CIN 
Phil Bickford ,49.4,54,2,0,4.32,1.30,24,43,21,7,49,0,3,0,4957 d,NYM 
Bryan Baker ,42.9,45,2,0,3.99,1.32,19,37,20,5,43,0,2,0,43674 ,BAL 
Grant Anderson ,50.7,50,3,0,4.33,1.34,24,48,20,7,47,0,2,0,45646 ,TEX 
Jose Cuas ,56.2,56,3,0,4.21,1.39,26,53,25,7,58,0,3,0,8002 d,CHC 
Seth Martinez ,47.7,47,2,0,4.15,1.31,22,44,19,6,47,0,2,0,44186 ,HOU 
Robert Garcia ,57.3,60,3,0,4.29,1.39,27,52,27,7,55,0,3,0,47023 ,WSH 
Eduard Bazardo ,35.6,34,2,0,4.03,1.24,16,33,11,5,32,0,2,0,44068 ,SEA 
Miguel Diaz ,51.7,50,3,0,4.23,1.37,24,49,22,6,48,0,3,0,6625 d,DET 
Sam Moll ,57.0,60,2,0,4.17,1.37,26,51,27,7,57,0,3,0,5057 d,CIN 
Bryse Wilson ,64.7,51,3,0,4.48,1.32,32,67,18,10,53,1,3,0,7397 d,MIL 
Matthew Liberatore ,62.9,55,3,0,4.31,1.37,30,62,25,8,36,7,4,0,7459 d,STL 
Matt Waldron ,88.3,69,5,0,4.79,1.36,47,92,28,14,16,16,6,0,45496 ,SD 
Ray Kerr ,43.3,49,3,0,4.09,1.40,20,39,22,5,41,0,2,0,44996 ,ATL 
Ben Joyce ,47.6,56,2,2,4.21,1.38,22,40,25,6,50,0,3,0,46588 ,LAA 
Ryan Fernandez ,39.9,35,3,0,4.08,1.33,18,39,14,5,41,0,2,0,45889 ,STL 
Tim Herrin ,38.2,40,2,0,3.85,1.33,16,34,16,4,38,0,2,0,45689 ,CLE 
Scott Effross ,35.1,33,2,0,3.99,1.25,16,34,10,4,33,0,2,0,44840 ,NYY 
Tanner Banks ,52.4,47,2,0,4.28,1.30,25,53,15,8,47,1,3,0,8580 d,CWS 
Emerson Hancock ,68.3,55,4,0,4.62,1.35,35,68,24,10,29,10,4,0,43825 ,SEA 
Carmen Mlodzinski ,56.5,52,3,1,4.28,1.39,27,54,24,7,56,0,4,0,43808 ,PIT 
Brennan Bernardino ,55.2,56,2,0,4.15,1.37,25,54,22,7,58,0,2,0,46244 ,BOS 
Ben Lively ,65.3,57,3,0,4.53,1.34,33,67,21,10,48,3,4,0,5211 d,CLE 
Zach Jackson ,45.6,54,2,1,4.10,1.40,21,38,26,5,46,0,3,0,8475 d,OAK 
Michael Fulmer ,36.3,38,2,0,4.04,1.30,16,33,14,4,33,0,2,0,5878 d,BOS 
Ken Waldichuk ,61.1,59,3,0,4.43,1.38,30,57,27,8,24,9,4,0,44904 ,OAK 
Elvis Peguero ,51.2,47,2,0,4.18,1.34,24,48,20,6,51,0,3,0,44818 ,MIL 
Dillon Tate ,54.2,42,2,1,4.31,1.31,26,54,17,6,53,0,3,0,6013 d,BAL 
Tyler Kinley ,60.1,60,2,8,4.75,1.38,32,60,23,9,61,0,3,0,7371 d,COL 
Joe Boyle ,96.3,106,5,0,4.49,1.51,48,81,65,11,27,17,7,0,44486 ,OAK 
Andre Pallante ,61.2,45,3,0,3.99,1.43,27,63,25,5,58,0,3,0,45747 ,STL 
Yency Almonte ,48.7,51,2,0,4.25,1.35,23,44,22,6,48,0,2,0,5681 d,CHC 
Paul Skenes ,57.2,51,2,0,4.45,1.31,28,53,22,7,12,11,3,0,47239 ,PIT 
Collin McHugh ,42.6,39,2,0,4.16,1.31,20,43,13,5,33,1,1,0,4601 d,RP) RET 
Daysbel Hernandez ,44.0,50,3,0,4.31,1.40,21,39,23,6,47,0,2,0,44330 ,ATL 
Jordan Weems ,62.2,64,3,0,4.56,1.38,32,57,29,9,59,0,3,0,39899 ,WSH 
Yariel Rodriguez ,65.9,65,3,0,4.46,1.40,33,61,31,9,41,6,3,0,48332 ,TOR 
Huascar Brazoban ,53.1,58,2,0,4.18,1.40,25,48,26,6,52,0,3,0,45492 ,MIA 
Jake Latz ,42.2,46,2,0,4.17,1.35,20,38,19,6,41,0,2,0,44337 ,TEX 
Mitch Spence ,52.0,42,2,0,4.21,1.33,24,53,17,6,35,4,3,0,45318 ,OAK 
Huascar Ynoa ,48.7,50,3,0,4.50,1.36,24,47,19,7,25,5,3,0,8372 d,ATL 
Brent Suter ,66.4,56,3,1,4.39,1.40,32,68,25,9,63,0,4,0,6482 d,CIN 
Zack Thompson ,57.7,55,3,0,4.31,1.41,28,55,27,7,32,6,3,0,20342 ,STL 
JT Chargois ,56.2,51,2,1,4.27,1.37,27,54,23,7,58,0,2,0,5881 d,MIA 
Jorge Alcala ,42.5,43,2,0,4.35,1.30,21,39,16,6,40,0,2,0,32878 ,MIN 
Jose Hernandez ,49.3,53,2,0,4.26,1.37,23,45,23,7,50,0,3,0,46649 ,PIT 
Jorge Lopez ,55.3,52,2,1,4.40,1.35,27,54,21,7,51,0,3,0,5858 d,NYM 
Gavin Stone ,45.9,45,3,0,4.48,1.35,23,45,17,7,27,4,2,0,44899 ,LAD 
Greg Weissert ,47.4,50,3,0,4.36,1.40,23,44,23,6,47,0,2,0,10611 ,BOS 
Tristan Beck ,66.5,55,3,0,4.54,1.36,34,69,22,9,23,8,4,0,6996 d,SF 
Tanner Rainey ,55.1,63,2,4,4.60,1.40,28,48,29,8,56,0,3,0,7886 d,WSH 
Bryan Hudson ,33.3,36,2,0,3.96,1.35,15,30,15,4,31,0,2,0,7396 d,MIL 
Thyago Vieira ,31.7,35,2,0,4.15,1.30,15,28,13,4,30,0,2,0,6553 d,MIL 
Jordan Leasure ,47.1,50,2,3,4.46,1.38,23,42,22,7,52,0,3,0,47411 ,CWS 
Ian Gibaut ,58.4,59,3,0,4.49,1.40,29,57,25,8,57,0,3,0,7360 d,CIN 
Adrian Morejon ,43.0,41,2,0,4.25,1.33,20,41,17,6,37,1,2,0,25391 ,SD 
Cade Cavalli ,49.4,48,3,0,4.40,1.39,24,46,23,6,20,7,3,0,43871 ,WSH 
Shintaro Fujinami ,60.5,67,3,0,4.52,1.42,30,53,33,7,59,0,4,0,6976 d,NYM 
Prelander Berroa ,42.5,50,2,1,4.19,1.41,20,35,25,5,40,0,2,0,26966 ,CWS 
AJ Smith-Shawver ,55.6,57,3,0,4.59,1.38,28,51,25,9,24,8,3,0,45241 ,ATL 
Kyle Hurt ,42.3,52,2,0,4.23,1.40,20,35,24,5,37,2,2,1,43985 ,LAD 
Cade Smith ,33.5,38,2,0,4.10,1.35,15,29,16,4,34,0,2,0,45654 ,CLE 
Pedro Avila ,79.2,71,4,0,4.59,1.43,40,77,37,11,31,12,5,0,6614 d,SD 
Cody Morris ,37.9,41,2,0,4.18,1.36,18,34,17,5,36,0,2,0,44886 ,NYY 
Daniel Palencia ,46.5,51,2,0,4.32,1.38,22,41,23,6,46,0,2,0,44792 ,CHC 
Mauricio Llovera ,33.8,33,2,0,4.24,1.30,16,31,13,4,32,0,2,0,8636 d,SEA 
Alek Jacob ,31.5,30,2,0,4.18,1.29,15,30,11,4,31,0,1,0,46893 ,SD 
Sean Reid-Foley ,45.6,56,2,0,4.31,1.41,22,38,26,6,44,0,2,0,6478 d,NYM 
Jared Jones ,81.9,72,4,0,4.70,1.41,43,82,34,11,19,15,5,0,43901 ,PIT 
Manuel Rodriguez ,30.1,31,2,1,4.01,1.36,13,27,14,3,30,0,1,0,39241 ,TB 
Tyler Matzek ,48.9,51,3,0,4.33,1.44,24,44,27,6,50,0,2,0,4749 d,ATL 
Brandon Bielak ,52.1,45,3,0,4.33,1.41,25,52,21,7,43,1,3,0,8436 d,HOU 
Marc Church ,47.7,49,3,0,4.47,1.41,24,45,22,7,50,0,3,0,45178 ,TEX 
Anthony Maldonado ,26.0,28,2,0,4.08,1.30,12,24,10,3,24,0,2,0,47272 ,MIA 
Anthony Bass ,26.7,26,2,0,4.07,1.29,12,25,10,4,27,0,1,0,4438 d,RP) FA 
Xzavion Curry ,57.1,45,3,0,4.67,1.34,30,58,18,9,40,3,3,0,44893 ,CLE 
Luke Weaver ,64.5,60,3,0,4.77,1.36,34,67,21,11,45,5,3,0,6196 d,NYY 
Peter Strzelecki ,33.7,34,2,0,4.28,1.32,16,32,13,4,35,0,2,0,46153 ,ARI 
Mitch White ,49.9,46,2,0,4.43,1.35,25,49,18,7,44,2,2,0,7132 d,TOR 
Nick Vespi ,31.9,29,2,0,4.13,1.32,15,31,11,4,30,0,1,0,45486 ,BAL 
Joey Lucchesi ,49.0,39,3,0,4.43,1.38,24,49,18,6,19,7,3,0,7444 d,NYM 
Nick Ramirez ,39.1,32,2,0,4.22,1.33,18,40,12,5,35,0,1,0,8119 d,NYY 
Aaron Loup ,43.4,39,2,0,4.21,1.37,20,44,15,5,44,0,3,0,4509 d,RP) FA 
Kai-Wei Teng ,60.2,61,3,0,4.51,1.43,30,56,30,7,35,6,4,0,26945 ,SF 
Slade Cecconi ,45.6,38,2,0,4.52,1.30,23,47,12,7,25,5,2,0,7270 d,ARI 
Jake Bird ,66.4,57,3,1,4.46,1.43,33,69,26,7,64,0,3,0,45396 ,COL 
Josh Staumont ,37.4,44,2,0,4.32,1.38,18,31,21,4,39,0,2,0,6686 d,MIN 
Jose Suarez ,65.0,59,3,0,4.64,1.39,33,64,26,10,35,6,4,0,7919 d,LAA 
Austin Voth ,51.9,49,2,0,4.52,1.35,26,52,18,8,38,3,3,0,6137 d,SEA 
Clayton Beeter ,47.6,50,3,0,4.61,1.40,24,43,23,7,25,6,3,0,43817 ,NYY 
Spencer Howard ,36.7,38,2,0,4.42,1.33,18,35,14,5,37,1,2,0,8287 d,SF 
Buck Farmer ,61.2,63,3,0,4.75,1.39,32,58,28,10,61,0,4,0,5031 d,CIN 
Dustin May ,21.0,21,1,0,3.66,1.20,9,18,7,2,14,2,1,0,7413 d,LAD 
Cole Sands ,33.9,34,2,0,4.29,1.34,16,32,13,5,31,0,2,0,6835 d,MIN 
Ty Adcock ,26.2,23,1,0,4.06,1.19,12,25,6,4,26,0,1,0,44299 ,SEA 
Riley O'Brien ,46.7,47,2,0,4.21,1.42,22,42,24,5,47,0,2,0,8620 d,STL 
Jose Cisnero ,50.3,54,2,0,4.44,1.40,25,47,24,7,53,0,3,0,4836 d,LAA 
Luis Medina ,112.6,105,5,0,4.66,1.48,58,107,59,14,27,21,8,0,39252 ,OAK 
Quinn Priester ,80.3,65,4,0,4.63,1.43,41,82,33,9,27,13,5,0,23367 ,PIT 
Dominic Leone ,48.7,49,2,2,4.57,1.39,25,46,22,8,49,0,3,0,5134 d,CWS 
Angel Zerpa ,45.0,36,2,0,4.34,1.35,22,46,15,6,29,4,3,0,44072 ,KC 
Michael Kelly ,47.1,49,2,0,4.33,1.41,23,43,23,6,47,0,3,0,7095 d,OAK 
Carlos Hernandez ,57.9,57,2,0,4.55,1.38,29,55,25,8,50,0,4,0,39260 ,KC 
Ethan Small ,48.0,49,2,0,4.23,1.43,23,44,24,6,47,0,2,0,23991 ,SF 
Yunior Marte ,47.8,47,2,0,4.43,1.38,24,46,20,6,49,0,2,0,8653 d,PHI 
Jose A. Ferrer ,49.4,41,2,0,4.31,1.38,24,49,19,6,52,0,2,0,46493 ,WSH 
Brad Hand ,40.9,40,2,0,4.38,1.37,20,38,18,5,42,0,2,0,4240 d,RP) FA 
Parker Mushinski ,31.4,31,1,0,3.96,1.32,14,29,12,4,32,0,1,0,45474 ,HOU 
Jimmy Herget ,39.0,36,2,0,4.48,1.33,19,38,14,6,38,0,2,0,6636 d,LAA 
Jonathan Hernandez ,48.1,48,2,1,4.32,1.43,23,46,23,6,47,0,2,0,7920 d,TEX 
Drew Carlton ,22.1,20,1,0,3.85,1.20,9,20,6,3,23,0,1,0,44164 ,SD 
Jarlin Garcia ,30.7,28,1,0,4.17,1.26,14,29,10,5,30,0,2,0,5934 d,RP) FA 
Drew VerHagen ,42.4,40,3,0,4.62,1.39,22,41,17,6,41,0,2,0,5534 d,RP) FA 
Will Dion ,18.2,17,2,0,3.77,1.30,8,18,6,2,12,2,2,0,45055 ,CLE 
Dylan Coleman ,36.3,42,2,0,4.27,1.42,17,30,22,4,37,0,2,0,44024 ,HOU 
Brendan White ,30.2,29,1,0,4.08,1.29,14,29,10,3,30,0,2,0,45749 ,DET 
Joey Cantillo ,35.4,34,2,0,4.31,1.37,17,33,16,5,7,7,2,0,43689 ,CLE 
Angel Felipe ,31.5,35,2,0,4.03,1.44,14,27,19,3,30,0,2,0,45495 ,OAK 
Daniel Lynch IV ,86.6,70,5,0,4.84,1.43,47,92,31,12,26,14,6,0,7994 d,KC 
Alex Speas ,45.8,53,2,1,4.46,1.44,23,39,27,6,48,0,4,0,7035 d,CWS 
Erik Miller ,47.7,54,2,0,4.29,1.46,23,42,28,5,48,0,2,0,23362 ,SF 
Josh Taylor ,36.7,39,2,0,4.42,1.38,18,36,15,5,38,0,2,0,6706 d,KC 
John McMillon ,52.7,64,3,3,4.58,1.53,27,44,37,6,52,0,4,0,48204 ,KC 
Bruce Zimmermann ,35.7,30,2,0,4.42,1.33,18,38,10,5,20,3,2,0,8044 d,BAL 
Cody Poteet ,33.6,32,2,0,4.50,1.33,17,32,13,5,33,1,2,0,44237 ,NYY 
Will Warren ,39.7,35,2,0,4.37,1.37,19,39,16,5,19,5,2,0,46420 ,NYY 
Andrew Wantz ,45.2,44,2,0,4.61,1.36,23,43,19,8,43,0,2,0,44738 ,LAA 
Luis Frias ,40.4,40,2,0,4.32,1.41,19,38,19,5,40,0,2,0,43740 ,ARI 
Carlos Vargas ,43.3,40,2,0,4.22,1.43,20,41,21,5,47,0,2,0,44061 ,SEA 
Sammy Peralta ,29.3,26,2,0,4.32,1.34,14,29,10,4,26,0,1,0,46984 ,CWS 
Liam Hendriks ,12.7,16,1,0,3.62,1.10,5,11,3,2,12,0,1,0,4158 d,BOS 
Codi Heuer ,26.9,23,2,0,4.18,1.35,12,26,10,3,28,0,1,0,43650 ,RP) FA 
Drew Rom ,37.1,34,2,0,4.27,1.40,18,38,14,5,30,2,2,0,46127 ,STL 
Ryan Tepera ,26.1,24,2,0,4.36,1.32,13,24,10,4,27,0,2,0,5590 d,RP) FA 
Joey Wentz ,56.4,54,2,0,4.60,1.39,29,55,24,8,47,3,4,0,6418 d,DET 
Colby White ,31.2,35,2,0,4.35,1.40,15,28,16,4,32,0,1,0,45329 ,TB 
Jacob Lopez ,20.2,21,1,0,3.82,1.26,9,18,7,2,15,1,1,0,26910 ,TB 
Allan Winans ,24.0,22,1,0,4.02,1.26,11,23,7,3,21,1,1,0,45675 ,ATL 
Carl Edwards Jr. ,31.5,28,2,1,4.31,1.39,15,31,13,4,33,0,2,0,4906 d,CHC 
Luis Garcia ,21.3,22,1,0,4.05,1.24,10,19,8,3,4,4,1,0,43720 ,HOU 
Joely Rodriguez ,46.3,45,2,0,4.31,1.44,22,47,20,5,47,0,3,0,5215 d,BOS 
Rich Hill ,64.6,54,4,0,4.88,1.41,35,67,24,11,14,12,5,0,4649 d,"RP,SP) FA "
Tejay Antone ,42.7,42,2,0,4.53,1.39,21,41,18,6,42,0,2,0,39285 ,CIN 
Ty Madden ,32.9,30,2,0,4.49,1.35,16,32,13,5,19,3,2,0,44668 ,DET 
Sean Newcomb ,45.3,47,2,0,4.34,1.45,22,40,25,5,43,0,2,0,5961 d,OAK 
George Soriano ,55.1,51,2,0,4.47,1.42,27,53,25,7,53,0,2,0,45277 ,MIA 
Jackson Stephens ,31.4,28,2,0,4.37,1.37,15,32,11,4,29,0,1,0,6546 d,ATL 
Keegan Thompson ,38.1,36,2,0,4.47,1.39,19,36,17,5,34,0,2,0,43927 ,CHC 
Eric Lauer ,51.8,46,3,0,4.79,1.40,28,52,21,9,14,9,4,0,6409 d,PIT 
Grant Hartwig ,32.3,31,2,0,4.33,1.41,16,30,15,4,32,0,2,0,46948 ,NYM 
Carlos Carrasco ,77.9,66,4,0,4.84,1.43,42,84,27,12,34,11,5,0,3150 d,CLE 
Victor Arano ,23.7,24,1,0,4.13,1.30,11,22,9,3,25,0,1,0,6737 d,RP) FA 
Marco Gonzales ,121.2,78,6,0,4.88,1.42,66,134,38,18,25,21,9,0,4945 d,PIT 
Jake Irvin ,121.8,98,5,0,4.93,1.42,67,124,48,19,24,24,8,0,43981 ,WSH 
Matt Bush ,26.1,27,1,0,4.32,1.30,13,24,10,4,27,0,1,0,4077 d,"SP,RP) FA "
Hagen Danner ,20.5,22,1,0,4.21,1.26,10,18,8,3,24,0,1,0,6864 d,TOR 
Jake Cousins ,22.3,25,1,0,4.06,1.33,10,19,11,3,22,0,1,0,44219 ,CWS 
Joey Estes ,41.2,33,2,0,4.73,1.33,22,41,14,7,19,5,3,0,44916 ,OAK 
Colin Selby ,33.6,34,2,0,4.32,1.44,16,31,17,4,32,0,2,0,46497 ,PIT 
Spencer Turnbull ,66.4,58,3,0,4.80,1.41,35,68,25,9,33,9,4,0,7850 d,PHI 
Julio Urias ,16.3,15,1,0,4.04,1.19,7,15,4,2,3,3,1,0,4922 d,SP) FA 
Zach Pop ,27.5,24,1,0,4.18,1.32,13,27,9,3,28,0,1,0,8007 d,TOR 
Brett Martin ,25.3,21,1,0,3.95,1.34,11,26,8,3,26,0,2,0,8383 d,RP) FA 
Jose Butto ,36.9,33,2,0,4.62,1.37,19,36,14,5,23,3,2,0,7207 d,NYM 
Richard Lovelady ,17.5,17,1,0,3.84,1.28,7,16,7,2,18,0,1,0,7533 d,CHC 
